Day,Classroom,Time,Course,Section
Friday,40,7:00 PM - 8:30 PM,Software Engineering,BDS-5A
Friday,41,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-7A
Friday,41,10:00 AM - 11:30 AM,Machine Learning,BCS-6B
Friday,41,11:30 AM - 1:00 PM,Computer Architecture,BCS-6B
Friday,41,1:00 PM - 2:30 PM,Web Development,BCS-1A
Friday,41,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1B
Friday,41,4:00 PM - 5:30 PM,Data Structures,BCS-1A
Friday,41,5:30 PM - 7:00 PM,Linear Algebra,BCS-1C
Friday,41,7:00 PM - 8:30 PM,Statistics,BDS-3A
Friday,42,8:30 AM - 10:00 AM,Database Systems,BCS-6B
Friday,42,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Friday,42,11:30 AM - 1:00 PM,Computer Networks,BDS-5A
Friday,42,1:00 PM - 2:30 PM,Software Engineering,BCS-6B
Friday,42,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-6B
Friday,42,4:00 PM - 5:30 PM,Machine Learning,BCS-2A
Friday,42,5:30 PM - 7:00 PM,Computer Architecture,BCS-2A
Friday,42,7:00 PM - 8:30 PM,Web Development,BCS-6B
Friday,43,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-2A
Friday,43,10:00 AM - 11:30 AM,Data Structures,BDS-5A
Friday,43,11:30 AM - 1:00 PM,Linear Algebra,BDS-8A
Friday,43,1:00 PM - 2:30 PM,Statistics,BCS-7A
Friday,43,2:30 PM - 4:00 PM,Database Systems,BCS-3A
Friday,43,4:00 PM - 5:30 PM,Operating Systems,BSD-1A
Friday,43,5:30 PM - 7:00 PM,Computer Networks,BDS-5A
Friday,43,7:00 PM - 8:30 PM,Software Engineering,BCS-7A
Friday,44,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Friday,44,10:00 AM - 11:30 AM,Machine Learning,BCS-7A
Friday,44,11:30 AM - 1:00 PM,Computer Architecture,BDS-7A
Friday,44,1:00 PM - 2:30 PM,Web Development,BCS-1A
Friday,44,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-3A
Friday,44,4:00 PM - 5:30 PM,Data Structures,BCS-1B
Friday,44,5:30 PM - 7:00 PM,Linear Algebra,BCS-7A
Friday,44,7:00 PM - 8:30 PM,Statistics,BCS-1C
Friday,45,8:30 AM - 10:00 AM,Database Systems,BDS-6A
Friday,45,10:00 AM - 11:30 AM,Operating Systems,BCS-3A
Friday,45,11:30 AM - 1:00 PM,Computer Networks,BCS-1C
Friday,45,1:00 PM - 2:30 PM,Software Engineering,BDS-6A
Friday,45,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-2A
Friday,45,4:00 PM - 5:30 PM,Machine Learning,BDS-6A
Friday,45,5:30 PM - 7:00 PM,Computer Architecture,BCS-1A
Friday,45,7:00 PM - 8:30 PM,Web Development,BCS-7A
Friday,46,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1A
Friday,46,10:00 AM - 11:30 AM,Data Structures,BDS-2A
Friday,46,11:30 AM - 1:00 PM,Linear Algebra,BCS-6B
Friday,46,1:00 PM - 2:30 PM,Statistics,BDS-8A
Friday,46,2:30 PM - 4:00 PM,Database Systems,BCS-2A
Friday,46,4:00 PM - 5:30 PM,Operating Systems,BCS-2A
Friday,46,5:30 PM - 7:00 PM,Computer Networks,BDS-6A
Friday,46,7:00 PM - 8:30 PM,Software Engineering,BDS-8A
Friday,47,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-4A
Friday,47,10:00 AM - 11:30 AM,Machine Learning,BCS-1C
Friday,47,11:30 AM - 1:00 PM,Computer Architecture,BCS-6B
Friday,47,1:00 PM - 2:30 PM,Web Development,BCS-1B
Friday,47,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-3A
Friday,47,4:00 PM - 5:30 PM,Data Structures,BCS-1A
Friday,47,5:30 PM - 7:00 PM,Linear Algebra,BCS-6B
Friday,47,7:00 PM - 8:30 PM,Statistics,BDS-3A
Friday,48,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BCS-6B
Friday,48,10:00 AM - 11:30 AM,Data Structures Lab,BSD-1A
Friday,48,11:30 AM - 1:00 PM,Database Systems Lab,BDS-7A
Friday,48,1:00 PM - 2:30 PM,Operating Systems Lab,BCS-2A
Friday,48,2:30 PM - 4:00 PM,AI Lab,BDS-2A
Friday,48,4:00 PM - 5:30 PM,ML Lab,BSD-1A
Friday,48,5:30 PM - 7:00 PM,Networks Lab,BDS-5A
Friday,48,7:00 PM - 8:30 PM,Web Dev Lab,BCS-2A
Friday,49,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BCS-3A
Friday,49,10:00 AM - 11:30 AM,Data Structures Lab,BDS-8A
Friday,49,11:30 AM - 1:00 PM,Database Systems Lab,BCS-1C
Friday,49,1:00 PM - 2:30 PM,Operating Systems Lab,BDS-4A
Friday,49,2:30 PM - 4:00 PM,AI Lab,BDS-3A
Friday,49,4:00 PM - 5:30 PM,ML Lab,BCS-2A
Friday,49,5:30 PM - 7:00 PM,Networks Lab,BDS-7A
Friday,49,7:00 PM - 8:30 PM,Web Dev Lab,BCS-3A
Saturday,0,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-3A
Saturday,0,10:00 AM - 11:30 AM,Machine Learning,BDS-2A
Saturday,0,11:30 AM - 1:00 PM,Computer Architecture,BDS-2A
Saturday,0,1:00 PM - 2:30 PM,Web Development,BCS-2A
Saturday,0,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-2A
Saturday,0,4:00 PM - 5:30 PM,Data Structures,BCS-6B
Saturday,0,5:30 PM - 7:00 PM,Linear Algebra,BDS-8A
Saturday,0,7:00 PM - 8:30 PM,Statistics,BDS-6A
Saturday,1,8:30 AM - 10:00 AM,Database Systems,BCS-6B
Saturday,1,10:00 AM - 11:30 AM,Operating Systems,BSD-1A
Saturday,1,11:30 AM - 1:00 PM,Computer Networks,BSD-1A
Saturday,1,1:00 PM - 2:30 PM,Software Engineering,BCS-6B
Saturday,1,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1A
Saturday,1,4:00 PM - 5:30 PM,Machine Learning,BDS-8A
Saturday,1,5:30 PM - 7:00 PM,Computer Architecture,BDS-7A
Saturday,1,7:00 PM - 8:30 PM,Web Development,BCS-6B
Saturday,2,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-3A
Saturday,2,10:00 AM - 11:30 AM,Data Structures,BSD-1A
Saturday,2,11:30 AM - 1:00 PM,Linear Algebra,BCS-3A
Saturday,2,1:00 PM - 2:30 PM,Statistics,BCS-2A
Saturday,2,2:30 PM - 4:00 PM,Database Systems,BSD-1A
Saturday,2,4:00 PM - 5:30 PM,Operating Systems,BCS-1B
Saturday,2,5:30 PM - 7:00 PM,Computer Networks,BCS-1C
Saturday,2,7:00 PM - 8:30 PM,Software Engineering,BCS-3A
Saturday,3,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1C
Saturday,3,10:00 AM - 11:30 AM,Machine Learning,BCS-2A
Saturday,3,11:30 AM - 1:00 PM,Computer Architecture,BCS-6B
Saturday,3,1:00 PM - 2:30 PM,Web Development,BDS-2A
Saturday,3,2:30 PM - 4:00 PM,Programming Fundamentals,BSD-1A
Saturday,3,4:00 PM - 5:30 PM,Data Structures,BDS-8A
Saturday,3,5:30 PM - 7:00 PM,Linear Algebra,BDS-2A
Saturday,3,7:00 PM - 8:30 PM,Statistics,BCS-2A
Saturday,4,8:30 AM - 10:00 AM,Database Systems,BDS-2A
Saturday,4,10:00 AM - 11:30 AM,Operating Systems,BCS-1A
Saturday,4,11:30 AM - 1:00 PM,Computer Networks,BDS-6A
Saturday,4,1:00 PM - 2:30 PM,Software Engineering,BCS-2A
Saturday,4,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-4A
Saturday,4,4:00 PM - 5:30 PM,Machine Learning,BCS-7A
Saturday,4,5:30 PM - 7:00 PM,Computer Architecture,BDS-5A
Saturday,4,7:00 PM - 8:30 PM,Web Development,BDS-4A
Saturday,5,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-3A
Saturday,5,10:00 AM - 11:30 AM,Data Structures,BDS-3A
Saturday,5,11:30 AM - 1:00 PM,Linear Algebra,BCS-3A
Saturday,5,1:00 PM - 2:30 PM,Statistics,BDS-5A
Saturday,5,2:30 PM - 4:00 PM,Database Systems,BDS-4A
Saturday,5,4:00 PM - 5:30 PM,Operating Systems,BSD-1A
Saturday,5,5:30 PM - 7:00 PM,Computer Networks,BCS-7A
Saturday,5,7:00 PM - 8:30 PM,Software Engineering,BCS-1C
Saturday,6,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-2A
Saturday,6,10:00 AM - 11:30 AM,Machine Learning,BCS-7A
Saturday,6,11:30 AM - 1:00 PM,Computer Architecture,BCS-1B
Saturday,6,1:00 PM - 2:30 PM,Web Development,BDS-4A
Saturday,6,2:30 PM - 4:00 PM,Programming Fundamentals,BSD-1A
Saturday,6,4:00 PM - 5:30 PM,Data Structures,BDS-5A
Saturday,6,5:30 PM - 7:00 PM,Linear Algebra,BCS-1A
Saturday,6,7:00 PM - 8:30 PM,Statistics,BDS-2A
Saturday,7,8:30 AM - 10:00 AM,Database Systems,BDS-3A
Saturday,7,10:00 AM - 11:30 AM,Operating Systems,BCS-1B
Saturday,7,11:30 AM - 1:00 PM,Computer Networks,BCS-6B
Saturday,7,1:00 PM - 2:30 PM,Software Engineering,BCS-3A
Saturday,7,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-2A
Saturday,7,4:00 PM - 5:30 PM,Machine Learning,BDS-7A
Saturday,7,5:30 PM - 7:00 PM,Computer Architecture,BCS-6B
Saturday,7,7:00 PM - 8:30 PM,Web Development,BCS-6B
Saturday,8,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-6B
Saturday,8,10:00 AM - 11:30 AM,Data Structures,BCS-1B
Saturday,8,11:30 AM - 1:00 PM,Linear Algebra,BDS-5A
Saturday,8,1:00 PM - 2:30 PM,Statistics,BCS-3A
Saturday,8,2:30 PM - 4:00 PM,Database Systems,BCS-1A
Saturday,8,4:00 PM - 5:30 PM,Operating Systems,BDS-7A
Saturday,8,5:30 PM - 7:00 PM,Computer Networks,BCS-6B
Saturday,8,7:00 PM - 8:30 PM,Software Engineering,BCS-7A
Saturday,9,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-7A
Saturday,9,10:00 AM - 11:30 AM,Machine Learning,BCS-2A
Saturday,9,11:30 AM - 1:00 PM,Computer Architecture,BDS-3A
Saturday,9,1:00 PM - 2:30 PM,Web Development,BDS-7A
Saturday,9,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-3A
Saturday,9,4:00 PM - 5:30 PM,Data Structures,BCS-1C
Saturday,9,5:30 PM - 7:00 PM,Linear Algebra,BDS-7A
Saturday,9,7:00 PM - 8:30 PM,Statistics,BDS-2A
Saturday,10,8:30 AM - 10:00 AM,Database Systems,BDS-7A
Saturday,10,10:00 AM - 11:30 AM,Operating Systems,BSD-1A
Saturday,10,11:30 AM - 1:00 PM,Computer Networks,BSD-1A
Saturday,10,1:00 PM - 2:30 PM,Software Engineering,BDS-7A
Saturday,10,2:30 PM - 4:00 PM,Artificial Intelligence,BSD-1A
Saturday,10,4:00 PM - 5:30 PM,Machine Learning,BDS-4A
Saturday,10,5:30 PM - 7:00 PM,Computer Architecture,BDS-6A
Saturday,10,7:00 PM - 8:30 PM,Web Development,BCS-6B
Saturday,11,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1B
Saturday,11,10:00 AM - 11:30 AM,Data Structures,BDS-5A
Saturday,11,11:30 AM - 1:00 PM,Linear Algebra,BCS-1B
Saturday,11,1:00 PM - 2:30 PM,Statistics,BCS-1C
Saturday,11,2:30 PM - 4:00 PM,Database Systems,BCS-1A
Saturday,11,4:00 PM - 5:30 PM,Operating Systems,BDS-8A
Saturday,11,5:30 PM - 7:00 PM,Computer Networks,BDS-2A
Saturday,11,7:00 PM - 8:30 PM,Software Engineering,BCS-6B
Saturday,12,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Saturday,12,10:00 AM - 11:30 AM,Machine Learning,BCS-1A
Saturday,12,11:30 AM - 1:00 PM,Computer Architecture,BCS-1A
Saturday,12,1:00 PM - 2:30 PM,Web Development,BDS-2A
Saturday,12,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-2A
Saturday,12,4:00 PM - 5:30 PM,Data Structures,BDS-2A
Saturday,12,5:30 PM - 7:00 PM,Linear Algebra,BCS-2A
Saturday,12,7:00 PM - 8:30 PM,Statistics,BDS-8A
Saturday,13,8:30 AM - 10:00 AM,Database Systems,BDS-6A
Saturday,13,10:00 AM - 11:30 AM,Operating Systems,BDS-3A
Saturday,13,11:30 AM - 1:00 PM,Computer Networks,BDS-8A
Saturday,13,1:00 PM - 2:30 PM,Software Engineering,BCS-1B
Saturday,13,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1B
Saturday,13,4:00 PM - 5:30 PM,Machine Learning,BCS-7A
Saturday,13,5:30 PM - 7:00 PM,Computer Architecture,BCS-6B
Saturday,13,7:00 PM - 8:30 PM,Web Development,BCS-6B
Saturday,14,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-3A
Saturday,14,10:00 AM - 11:30 AM,Data Structures,BCS-3A
Saturday,14,11:30 AM - 1:00 PM,Linear Algebra,BCS-6B
Saturday,14,1:00 PM - 2:30 PM,Statistics,BDS-4A
Saturday,14,2:30 PM - 4:00 PM,Database Systems,BCS-2A
Saturday,14,4:00 PM - 5:30 PM,Operating Systems,BCS-1A
Saturday,14,5:30 PM - 7:00 PM,Computer Networks,BDS-7A
Saturday,14,7:00 PM - 8:30 PM,Software Engineering,BDS-4A
Saturday,15,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-4A
Saturday,15,10:00 AM - 11:30 AM,Machine Learning,BDS-3A
Saturday,15,11:30 AM - 1:00 PM,Computer Architecture,BCS-7A
Saturday,15,1:00 PM - 2:30 PM,Web Development,BDS-4A
Saturday,15,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-3A
Saturday,15,4:00 PM - 5:30 PM,Data Structures,BCS-1A
Saturday,15,5:30 PM - 7:00 PM,Linear Algebra,BDS-3A
Saturday,15,7:00 PM - 8:30 PM,Statistics,BCS-3A
Saturday,16,8:30 AM - 10:00 AM,Database Systems,BCS-2A
Saturday,16,10:00 AM - 11:30 AM,Operating Systems,BCS-2A
Saturday,16,11:30 AM - 1:00 PM,Computer Networks,BDS-2A
Saturday,16,1:00 PM - 2:30 PM,Software Engineering,BDS-6A
Saturday,16,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-7A
Saturday,16,4:00 PM - 5:30 PM,Machine Learning,BDS-6A
Saturday,16,5:30 PM - 7:00 PM,Computer Architecture,BDS-2A
Saturday,16,7:00 PM - 8:30 PM,Web Development,BSD-1A
Saturday,17,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Saturday,17,10:00 AM - 11:30 AM,Data Structures,BCS-2A
Saturday,17,11:30 AM - 1:00 PM,Linear Algebra,BCS-1B
Saturday,17,1:00 PM - 2:30 PM,Statistics,BCS-1B
Saturday,17,2:30 PM - 4:00 PM,Database Systems,BDS-7A
Saturday,17,4:00 PM - 5:30 PM,Operating Systems,BSD-1A
Saturday,17,5:30 PM - 7:00 PM,Computer Networks,BDS-5A
Saturday,17,7:00 PM - 8:30 PM,Software Engineering,BDS-4A
Saturday,18,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-7A
Saturday,18,10:00 AM - 11:30 AM,Machine Learning,BDS-7A
Saturday,18,11:30 AM - 1:00 PM,Computer Architecture,BCS-7A
Saturday,18,1:00 PM - 2:30 PM,Web Development,BCS-1A
Saturday,18,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1A
Saturday,18,4:00 PM - 5:30 PM,Data Structures,BDS-2A
Saturday,18,5:30 PM - 7:00 PM,Linear Algebra,BCS-1C
Saturday,18,7:00 PM - 8:30 PM,Statistics,BDS-5A
Saturday,19,8:30 AM - 10:00 AM,Database Systems,BDS-6A
Saturday,19,10:00 AM - 11:30 AM,Operating Systems,BCS-3A
Saturday,19,11:30 AM - 1:00 PM,Computer Networks,BCS-6B
Saturday,19,1:00 PM - 2:30 PM,Software Engineering,BDS-8A
Saturday,19,2:30 PM - 4:00 PM,Artificial Intelligence,BSD-1A
Saturday,19,4:00 PM - 5:30 PM,Machine Learning,BCS-6B
Saturday,19,5:30 PM - 7:00 PM,Computer Architecture,BDS-8A
Saturday,19,7:00 PM - 8:30 PM,Web Development,BDS-6A
Saturday,20,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1A
Saturday,20,10:00 AM - 11:30 AM,Data Structures,BCS-6B
Saturday,20,11:30 AM - 1:00 PM,Linear Algebra,BCS-7A
Saturday,20,1:00 PM - 2:30 PM,Statistics,BCS-6B
Saturday,20,2:30 PM - 4:00 PM,Database Systems,BCS-7A
Saturday,20,4:00 PM - 5:30 PM,Operating Systems,BDS-3A
Saturday,20,5:30 PM - 7:00 PM,Computer Networks,BDS-3A
Saturday,20,7:00 PM - 8:30 PM,Software Engineering,BCS-6B
Saturday,21,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-7A
Saturday,21,10:00 AM - 11:30 AM,Machine Learning,BDS-3A
Saturday,21,11:30 AM - 1:00 PM,Computer Architecture,BCS-1B
Saturday,21,1:00 PM - 2:30 PM,Web Development,BDS-3A
Saturday,21,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-3A
Saturday,21,4:00 PM - 5:30 PM,Data Structures,BCS-7A
Saturday,21,5:30 PM - 7:00 PM,Linear Algebra,BCS-7A
Saturday,21,7:00 PM - 8:30 PM,Statistics,BCS-1C
Saturday,22,8:30 AM - 10:00 AM,Database Systems,BDS-2A
Saturday,22,10:00 AM - 11:30 AM,Operating Systems,BDS-4A
Saturday,22,11:30 AM - 1:00 PM,Computer Networks,BDS-6A
Saturday,22,1:00 PM - 2:30 PM,Software Engineering,BDS-4A
Saturday,22,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-6A
Saturday,22,4:00 PM - 5:30 PM,Machine Learning,BDS-3A
Saturday,22,5:30 PM - 7:00 PM,Computer Architecture,BSD-1A
Saturday,22,7:00 PM - 8:30 PM,Web Development,BDS-3A
Saturday,23,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Saturday,23,10:00 AM - 11:30 AM,Data Structures,BDS-7A
Saturday,23,11:30 AM - 1:00 PM,Linear Algebra,BDS-2A
Saturday,23,1:00 PM - 2:30 PM,Statistics,BDS-2A
Saturday,23,2:30 PM - 4:00 PM,Database Systems,BSD-1A
Saturday,23,4:00 PM - 5:30 PM,Operating Systems,BSD-1A
Saturday,23,5:30 PM - 7:00 PM,Computer Networks,BCS-1C
Saturday,23,7:00 PM - 8:30 PM,Software Engineering,BCS-1C
Saturday,24,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1B
Saturday,24,10:00 AM - 11:30 AM,Machine Learning,BDS-8A
Saturday,24,11:30 AM - 1:00 PM,Computer Architecture,BDS-8A
Saturday,24,1:00 PM - 2:30 PM,Web Development,BDS-8A
Saturday,24,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1C
Saturday,24,4:00 PM - 5:30 PM,Data Structures,BCS-1B
Saturday,24,5:30 PM - 7:00 PM,Linear Algebra,BCS-1C
Saturday,24,7:00 PM - 8:30 PM,Statistics,BDS-8A
Saturday,25,8:30 AM - 10:00 AM,Database Systems,BSD-1A
Saturday,25,10:00 AM - 11:30 AM,Operating Systems,BDS-8A
Saturday,25,11:30 AM - 1:00 PM,Computer Networks,BDS-6A
Saturday,25,1:00 PM - 2:30 PM,Software Engineering,BDS-7A
Saturday,25,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1A
Saturday,25,4:00 PM - 5:30 PM,Machine Learning,BDS-7A
Saturday,25,5:30 PM - 7:00 PM,Computer Architecture,BCS-2A
Saturday,25,7:00 PM - 8:30 PM,Web Development,BDS-5A
Saturday,26,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Saturday,26,10:00 AM - 11:30 AM,Data Structures,BCS-7A
Saturday,26,11:30 AM - 1:00 PM,Linear Algebra,BDS-3A
Saturday,26,1:00 PM - 2:30 PM,Statistics,BSD-1A
Saturday,26,2:30 PM - 4:00 PM,Database Systems,BDS-2A
Saturday,26,4:00 PM - 5:30 PM,Operating Systems,BCS-2A
Saturday,26,5:30 PM - 7:00 PM,Computer Networks,BDS-8A
Saturday,26,7:00 PM - 8:30 PM,Software Engineering,BCS-3A
Saturday,27,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-7A
Saturday,27,10:00 AM - 11:30 AM,Machine Learning,BDS-8A
Saturday,27,11:30 AM - 1:00 PM,Computer Architecture,BCS-2A
Saturday,27,1:00 PM - 2:30 PM,Web Development,BCS-1A
Saturday,27,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-3A
Saturday,27,4:00 PM - 5:30 PM,Data Structures,BCS-2A
Saturday,27,5:30 PM - 7:00 PM,Linear Algebra,BCS-1B
Saturday,27,7:00 PM - 8:30 PM,Statistics,BDS-7A
Saturday,28,8:30 AM - 10:00 AM,Database Systems,BCS-1C
Saturday,28,10:00 AM - 11:30 AM,Operating Systems,BCS-7A
Saturday,28,11:30 AM - 1:00 PM,Computer Networks,BCS-3A
Saturday,28,1:00 PM - 2:30 PM,Software Engineering,BDS-4A
Saturday,28,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-8A
Saturday,28,4:00 PM - 5:30 PM,Machine Learning,BDS-3A
Saturday,28,5:30 PM - 7:00 PM,Computer Architecture,BDS-6A
Saturday,28,7:00 PM - 8:30 PM,Web Development,BDS-5A
Saturday,29,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-7A
Saturday,29,10:00 AM - 11:30 AM,Data Structures,BDS-4A
Saturday,29,11:30 AM - 1:00 PM,Linear Algebra,BDS-6A
Saturday,29,1:00 PM - 2:30 PM,Statistics,BSD-1A
Saturday,29,2:30 PM - 4:00 PM,Database Systems,BCS-7A
Saturday,29,4:00 PM - 5:30 PM,Operating Systems,BDS-8A
Saturday,29,5:30 PM - 7:00 PM,Computer Networks,BDS-6A
Saturday,29,7:00 PM - 8:30 PM,Software Engineering,BDS-3A
Saturday,30,8:30 AM - 10:00 AM,Artificial Intelligence,BSD-1A
Saturday,30,10:00 AM - 11:30 AM,Machine Learning,BDS-2A
Saturday,30,11:30 AM - 1:00 PM,Computer Architecture,BDS-7A
Saturday,30,1:00 PM - 2:30 PM,Web Development,BCS-1C
Saturday,30,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-2A
Saturday,30,4:00 PM - 5:30 PM,Data Structures,BDS-7A
Saturday,30,5:30 PM - 7:00 PM,Linear Algebra,BDS-7A
Saturday,30,7:00 PM - 8:30 PM,Statistics,BDS-2A
Saturday,31,8:30 AM - 10:00 AM,Database Systems,BCS-1C
Saturday,31,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Saturday,31,11:30 AM - 1:00 PM,Computer Networks,BDS-8A
Saturday,31,1:00 PM - 2:30 PM,Software Engineering,BDS-2A
Saturday,31,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-1C
Saturday,31,4:00 PM - 5:30 PM,Machine Learning,BDS-7A
Saturday,31,5:30 PM - 7:00 PM,Computer Architecture,BCS-7A
Saturday,31,7:00 PM - 8:30 PM,Web Development,BDS-2A
Saturday,32,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-8A
Saturday,32,10:00 AM - 11:30 AM,Data Structures,BSD-1A
Saturday,32,11:30 AM - 1:00 PM,Linear Algebra,BDS-4A
Saturday,32,1:00 PM - 2:30 PM,Statistics,BDS-6A
Saturday,32,2:30 PM - 4:00 PM,Database Systems,BCS-3A
Saturday,32,4:00 PM - 5:30 PM,Operating Systems,BCS-6B
Saturday,32,5:30 PM - 7:00 PM,Computer Networks,BCS-7A
Saturday,32,7:00 PM - 8:30 PM,Software Engineering,BDS-2A
Saturday,33,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-6A
Saturday,33,10:00 AM - 11:30 AM,Machine Learning,BDS-5A
Saturday,33,11:30 AM - 1:00 PM,Computer Architecture,BDS-8A
Saturday,33,1:00 PM - 2:30 PM,Web Development,BDS-2A
Saturday,33,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-2A
Saturday,33,4:00 PM - 5:30 PM,Data Structures,BCS-1C
Saturday,33,5:30 PM - 7:00 PM,Linear Algebra,BCS-7A
Saturday,33,7:00 PM - 8:30 PM,Statistics,BDS-4A
Saturday,34,8:30 AM - 10:00 AM,Database Systems,BCS-2A
Saturday,34,10:00 AM - 11:30 AM,Operating Systems,BCS-1C
Saturday,34,11:30 AM - 1:00 PM,Computer Networks,BDS-4A
Saturday,34,1:00 PM - 2:30 PM,Software Engineering,BSD-1A
Saturday,34,2:30 PM - 4:00 PM,Artificial Intelligence,BSD-1A
Saturday,34,4:00 PM - 5:30 PM,Machine Learning,BDS-4A
Saturday,34,5:30 PM - 7:00 PM,Computer Architecture,BDS-2A
Saturday,34,7:00 PM - 8:30 PM,Web Development,BDS-7A
Saturday,35,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-7A
Saturday,35,10:00 AM - 11:30 AM,Data Structures,BCS-1A
Saturday,35,11:30 AM - 1:00 PM,Linear Algebra,BSD-1A
Saturday,35,1:00 PM - 2:30 PM,Statistics,BDS-5A
Saturday,35,2:30 PM - 4:00 PM,Database Systems,BDS-2A
Saturday,35,4:00 PM - 5:30 PM,Operating Systems,BDS-7A
Saturday,35,5:30 PM - 7:00 PM,Computer Networks,BDS-5A
Saturday,35,7:00 PM - 8:30 PM,Software Engineering,BDS-7A
Saturday,36,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1A
Saturday,36,10:00 AM - 11:30 AM,Machine Learning,BCS-1A
Saturday,36,11:30 AM - 1:00 PM,Computer Architecture,BDS-7A
Saturday,36,1:00 PM - 2:30 PM,Web Development,BCS-1A
Saturday,36,2:30 PM - 4:00 PM,Programming Fundamentals,BDS-5A
Saturday,36,4:00 PM - 5:30 PM,Data Structures,BDS-5A
Saturday,36,5:30 PM - 7:00 PM,Linear Algebra,BDS-6A
Saturday,36,7:00 PM - 8:30 PM,Statistics,BCS-7A
Saturday,37,8:30 AM - 10:00 AM,Database Systems,BDS-4A
Saturday,37,10:00 AM - 11:30 AM,Operating Systems,BCS-3A
Saturday,37,11:30 AM - 1:00 PM,Computer Networks,BCS-6B
Saturday,37,1:00 PM - 2:30 PM,Software Engineering,BCS-1A
Saturday,37,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-6B
Saturday,37,4:00 PM - 5:30 PM,Machine Learning,BDS-4A
Saturday,37,5:30 PM - 7:00 PM,Computer Architecture,BCS-1A
Saturday,37,7:00 PM - 8:30 PM,Web Development,BCS-1B
Saturday,38,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-2A
Saturday,38,10:00 AM - 11:30 AM,Data Structures,BCS-1B
Saturday,38,11:30 AM - 1:00 PM,Linear Algebra,BDS-8A
Saturday,38,1:00 PM - 2:30 PM,Statistics,BDS-7A
Saturday,38,2:30 PM - 4:00 PM,Database Systems,BCS-7A
Saturday,38,4:00 PM - 5:30 PM,Operating Systems,BCS-3A
Saturday,38,5:30 PM - 7:00 PM,Computer Networks,BDS-7A
Saturday,38,7:00 PM - 8:30 PM,Software Engineering,BDS-5A
Saturday,39,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-6A
Saturday,39,10:00 AM - 11:30 AM,Machine Learning,BCS-7A
